endTime,artistName,trackName,msPlayed
2021-02-23 08:42,MAX,Love Me Less (feat. Quinn XCII),1706
2021-02-23 08:42,稲垣次郎とソウル・メディア,ブリーズ,267500
2021-02-23 08:44,MAX,Love Me Less (feat. Quinn XCII),69868
2021-02-23 08:49,Sonny Cleveland,Move On,174090
2021-02-23 08:52,That Poppy,Lowlife,205693
2021-02-23 08:56,Culture Club,Karma Chameleon,241600
2021-02-23 09:03,Guns N' Roses,Sweet Child O' Mine,293916
2021-02-23 09:07,Surfaces,Heaven Falls / Fall on Me,240597
2021-02-23 09:10,Frank Ocean,Moon River,188323
2021-02-23 09:15,J. Cole,G.O.M.D.,301133
2021-02-23 09:19,KILLY,No Sad No Bad,10009
2021-02-23 09:19,The Neighbourhood,Sweater Weather,240400
2021-02-23 09:21,Logic,Everybody,95360
2021-02-23 20:04,Logic,Everybody,66999
2021-02-23 20:07,Protoje,Who Knows,208466
2021-02-23 20:11,Rainbow Kitten Surprise,All That and More (Sailboat),171025
2021-02-23 20:16,Phony Ppl,Why iii Love The Moon.,331826
2021-02-23 20:19,Summer Salt,Candy Wrappers,194418
2021-02-23 20:22,Vulfpeck,Back Pocket,181259
2021-02-23 20:25,Juanes,La Camisa Negra,153659
2021-02-23 20:29,Macklemore & Ryan Lewis,White Walls (feat. ScHoolboy Q & Hollis),220319
2021-02-24 01:27,Rainbow Kitten Surprise,It's Called: Freefall,152293
2021-02-24 01:30,Rex Orange County,Sunflower,175840
2021-02-24 01:31,Iyaz,Replay,112709
2021-02-24 01:36,Neon Trees,Animal,212293
2021-02-24 02:53,Chronixx,Here Comes Trouble,234586
2021-02-24 02:54,Adele,When We Were Young,72804
2021-02-24 04:28,La La Land Cast,Another Day Of Sun,7699
2021-02-24 04:28,Emma Stone,Someone In The Crowd,6923
2021-02-24 04:28,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",149707
2021-02-24 04:30,Justin Hurwitz,Mia & Sebastian’s Theme,98040
2021-02-24 04:34,Ryan Gosling,A Lovely Night,236507
2021-02-24 04:34,Justin Hurwitz,Herman’s Habit,15903
2021-02-24 04:36,Ryan Gosling,City Of Stars,111240
2021-02-24 04:40,Justin Hurwitz,Summer Montage / Madeline,12865
2021-02-24 04:40,Justin Hurwitz,Planetarium,257280
2021-02-24 04:43,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack",149707
2021-02-24 04:46,John Legend,Start A Fire,192093
2021-02-24 04:48,Justin Hurwitz,Engagement Party,87213
2021-02-24 04:51,Emma Stone,Audition (The Fools Who Dream),228267
2021-02-24 05:45,Justin Hurwitz,Epilogue,289004
2021-02-24 05:46,Gorillaz,Feel Good Inc.,166394
